entry_index,exit_index,entry_price,exit_price,trade_return,capital_after_trade,relative_profit
114407,114417,27221.58,26836.3,-0.014153,1724.5,-0.014153
114418,114419,26776.42,26815.22,0.001449,1727.0,0.001449
114420,114421,26778.84,26816.88,0.001421,1729.45,0.001421
114422,114428,26802.64,26809.3,0.000248,1729.88,0.000248
114432,114458,26780.0,26857.99,0.002912,1734.92,0.002912
114461,114490,26874.29,26794.13,-0.002983,1729.75,-0.002983
114533,114541,26771.33,26748.81,-0.000841,1728.29,-0.000841
114542,114543,26734.1,26755.98,0.000818,1729.71,0.000818
114549,114557,26759.66,26716.0,-0.001632,1726.88,-0.001632
114558,114571,26703.14,26733.27,0.001128,1728.83,0.001128
114574,114584,26719.56,26699.99,-0.000732,1727.57,-0.000732
114658,114659,26817.63,26821.52,0.000145,1727.82,0.000145
114662,114676,26811.15,26802.64,-0.000317,1727.27,-0.000317
114747,114750,27222.89,27242.8,0.000731,1728.53,0.000731
114751,114756,27204.66,27177.76,-0.000989,1726.82,-0.000989
114761,114783,27127.83,27220.0,0.003398,1732.69,0.003398
114796,114798,27136.37,27134.11,-8.3e-05,1732.55,-8.3e-05
114799,114801,27117.06,27154.96,0.001398,1734.97,0.001398
114805,114806,27095.52,27128.48,0.001216,1737.08,0.001216
114815,114816,27140.01,27180.08,0.001476,1739.64,0.001476
114821,114826,27146.12,26940.19,-0.007586,1726.45,-0.007586
114836,114837,27075.34,27090.01,0.000542,1727.38,0.000542
114858,114859,27305.02,27306.08,3.9e-05,1727.45,3.9e-05
114860,114861,27242.69,27377.58,0.004951,1736.0,0.004951
114872,114873,27310.0,27349.98,0.001464,1738.54,0.001464
114875,114877,27302.67,27309.21,0.00024,1738.96,0.00024
114881,114884,27300.01,27285.72,-0.000523,1738.05,-0.000523
114885,114889,27206.22,27200.0,-0.000229,1737.65,-0.000229
114890,114906,27162.62,27173.77,0.00041,1738.36,0.00041
114917,114935,27113.21,27174.99,0.002279,1742.33,0.002279
114946,114948,27133.72,27144.8,0.000408,1743.04,0.000408
114970,114975,27104.63,27069.81,-0.001285,1740.8,-0.001285
114989,114992,27133.26,27125.04,-0.000303,1740.27,-0.000303
115033,115034,27175.0,27182.16,0.000263,1740.73,0.000263
115035,115036,27155.42,27162.7,0.000268,1741.2,0.000268
115039,115040,27154.51,27169.54,0.000553,1742.16,0.000553
115041,115042,27153.38,27169.13,0.00058,1743.17,0.00058
115068,115070,27261.3,27261.24,-2e-06,1743.17,-2e-06
115072,115074,27232.66,27232.4,-1e-05,1743.15,-1e-05
115076,115079,27200.0,27192.44,-0.000278,1742.66,-0.000278
115083,115085,27173.45,27174.27,3e-05,1742.72,3e-05
115090,115114,27171.36,27126.1,-0.001666,1739.81,-0.001666
115115,115121,27114.41,27153.18,0.00143,1742.3,0.00143
115122,115127,27141.1,27096.51,-0.001643,1739.44,-0.001643
115128,115132,27089.17,27070.79,-0.000678,1738.26,-0.000678
115137,115148,27070.32,27027.0,-0.0016,1735.48,-0.0016
115150,115151,27035.58,27037.28,6.3e-05,1735.59,6.3e-05
115160,115163,27035.0,27052.91,0.000662,1736.74,0.000662
115169,115170,27050.35,27067.25,0.000625,1737.82,0.000625
115210,115211,27106.78,27122.79,0.000591,1738.85,0.000591
115214,115216,27096.1,27090.23,-0.000217,1738.47,-0.000217
115217,115219,27074.73,27080.8,0.000224,1738.86,0.000224
115220,115222,26993.97,27003.51,0.000353,1739.48,0.000353
115226,115233,27008.17,27040.51,0.001197,1741.56,0.001197
115236,115239,27020.71,27042.32,0.0008,1742.95,0.0008
115275,115276,27049.96,27064.88,0.000552,1743.91,0.000552
115277,115281,27051.01,27053.48,9.1e-05,1744.07,9.1e-05
115292,115296,27059.27,27054.36,-0.000181,1743.76,-0.000181
115309,115311,27111.53,27105.5,-0.000222,1743.37,-0.000222
115325,115326,27105.4,27113.82,0.000311,1743.91,0.000311
115333,115335,27107.24,27116.46,0.00034,1744.5,0.00034
115378,115379,27173.34,27197.73,0.000898,1746.07,0.000898
115386,115387,27165.68,27158.32,-0.000271,1745.6,-0.000271
115398,115399,27152.65,27170.58,0.00066,1746.75,0.00066
115400,115403,27152.56,27174.99,0.000826,1748.19,0.000826
115406,115413,27141.15,26941.33,-0.007362,1735.32,-0.007362
115414,115425,26942.72,26976.63,0.001259,1737.5,0.001259
115426,115427,26952.07,26963.64,0.000429,1738.25,0.000429
115467,115474,27064.23,27090.7,0.000978,1739.95,0.000978
115476,115479,27062.42,27105.5,0.001592,1742.72,0.001592
115506,115507,27096.34,27096.25,-3e-06,1742.71,-3e-06
115510,115511,27087.64,27095.0,0.000272,1743.19,0.000272
115513,115514,27082.56,27095.0,0.000459,1743.99,0.000459
115522,115530,27090.0,27025.94,-0.002365,1739.86,-0.002365
115531,115536,26996.17,27004.64,0.000314,1740.41,0.000314
115537,115540,27002.95,27025.99,0.000853,1741.9,0.000853
115550,115561,27030.19,26965.76,-0.002384,1737.74,-0.002384
115612,115615,27044.46,27053.97,0.000352,1738.35,0.000352
115629,115630,27033.93,27042.21,0.000306,1738.89,0.000306
115631,115633,27028.74,27020.2,-0.000316,1738.34,-0.000316
115634,115635,27010.12,27020.86,0.000398,1739.03,0.000398
115647,115654,27033.37,27029.61,-0.000139,1738.79,-0.000139
115655,115669,27011.7,27014.17,9.1e-05,1738.95,9.1e-05
115671,115679,26996.0,26976.7,-0.000715,1737.7,-0.000715
115682,115730,26978.02,26775.61,-0.007503,1724.67,-0.007503
115731,115761,26766.22,26656.4,-0.004103,1717.59,-0.004103
115763,115787,26644.72,26515.75,-0.00484,1709.28,-0.00484
115788,115789,26482.42,26510.0,0.001041,1711.06,0.001041
115793,115796,26516.95,26557.76,0.001539,1713.69,0.001539
115799,115821,26561.19,26657.44,0.003624,1719.9,0.003624
115826,115846,26560.01,26614.42,0.002049,1723.42,0.002049
115880,115882,26612.72,26613.85,4.2e-05,1723.5,4.2e-05
115884,115900,26606.44,26607.42,3.7e-05,1723.56,3.7e-05
115904,115905,26599.95,26605.07,0.000192,1723.89,0.000192
115906,115917,26586.45,26548.63,-0.001423,1721.44,-0.001423
115934,115939,26580.09,26587.89,0.000293,1721.94,0.000293
115952,115954,26571.5,26567.27,-0.000159,1721.67,-0.000159
115956,115957,26557.72,26567.35,0.000363,1722.29,0.000363
115958,115959,26550.01,26568.41,0.000693,1723.49,0.000693
115975,115981,26572.94,26576.23,0.000124,1723.7,0.000124
115982,115983,26559.51,26567.23,0.000291,1724.2,0.000291
115986,115987,26563.71,26578.73,0.000565,1725.18,0.000565
115989,115990,26553.48,26569.14,0.00059,1726.19,0.00059
115991,115995,26550.39,26605.89,0.00209,1729.8,0.00209
116007,116009,26591.53,26588.85,-0.000101,1729.63,-0.000101
116032,116033,26583.89,26597.1,0.000497,1730.49,0.000497
116037,116048,26571.62,26620.77,0.00185,1733.69,0.00185
116053,116063,26610.26,26628.5,0.000685,1734.88,0.000685
116097,116098,26610.13,26627.97,0.00067,1736.04,0.00067
116107,116109,26658.75,26641.0,-0.000666,1734.88,-0.000666
116117,116118,26621.68,26622.71,3.9e-05,1734.95,3.9e-05
116121,116122,26607.41,26622.86,0.000581,1735.96,0.000581
116125,116126,26611.79,26616.11,0.000162,1736.24,0.000162
116127,116129,26605.01,26628.68,0.00089,1737.78,0.00089
116132,116137,26601.59,26603.3,6.4e-05,1737.9,6.4e-05
116152,116154,26680.0,26688.96,0.000336,1738.48,0.000336
116159,116162,26680.15,26674.48,-0.000213,1738.11,-0.000213
116163,116164,26665.28,26672.82,0.000283,1738.6,0.000283
116166,116170,26658.01,26654.18,-0.000144,1738.35,-0.000144
116171,116175,26635.55,26640.03,0.000168,1738.64,0.000168
116176,116179,26639.14,26650.92,0.000442,1739.41,0.000442
116184,116185,26635.84,26646.42,0.000397,1740.1,0.000397
116192,116195,26626.82,26618.54,-0.000311,1739.56,-0.000311
116196,116208,26611.39,26612.32,3.5e-05,1739.62,3.5e-05
116231,116232,26621.02,26642.0,0.000788,1741.0,0.000788
116236,116238,26603.33,26620.2,0.000634,1742.1,0.000634
116241,116250,26601.43,26599.66,-6.7e-05,1741.98,-6.7e-05
116257,116260,26596.67,26604.33,0.000288,1742.48,0.000288
116262,116263,26578.48,26602.74,0.000913,1744.08,0.000913
116268,116272,26640.9,26628.51,-0.000465,1743.26,-0.000465
116280,116281,26623.26,26620.6,-0.0001,1743.09,-0.0001
116307,116309,26617.81,26620.89,0.000116,1743.29,0.000116
116318,116343,26614.99,26591.97,-0.000865,1741.78,-0.000865
116344,116361,26576.22,26590.01,0.000519,1742.69,0.000519
116362,116364,26586.41,26593.65,0.000272,1743.16,0.000272
116375,116390,26586.54,26565.69,-0.000784,1741.8,-0.000784
116391,116402,26554.59,26539.97,-0.000551,1740.84,-0.000551
116403,116404,26534.1,26539.06,0.000187,1741.16,0.000187
116406,116410,26530.65,26547.64,0.00064,1742.28,0.00064
116411,116414,26520.0,26537.84,0.000673,1743.45,0.000673
116487,116490,26560.02,26572.29,0.000462,1744.25,0.000462
116510,116516,26561.75,26558.05,-0.000139,1744.01,-0.000139
116517,116532,26554.55,26552.98,-5.9e-05,1743.91,-5.9e-05
116538,116548,26544.19,26533.87,-0.000389,1743.23,-0.000389
116552,116553,26532.55,26538.53,0.000225,1743.62,0.000225
116621,116622,26542.98,26552.13,0.000345,1744.22,0.000345
116637,116638,26564.44,26564.44,0.0,1744.22,0.0
116658,116660,26556.55,26566.13,0.000361,1744.85,0.000361
116689,116690,26559.55,26562.28,0.000103,1745.03,0.000103
116722,116723,26561.62,26574.65,0.000491,1745.89,0.000491
116728,116732,26565.03,26559.02,-0.000226,1745.49,-0.000226
116773,116776,26556.86,26559.1,8.4e-05,1745.64,8.4e-05
116791,116792,26563.68,26566.27,9.8e-05,1745.81,9.8e-05
116871,116874,26599.0,26597.5,-5.6e-05,1745.71,-5.6e-05
116878,116890,26590.3,26581.9,-0.000316,1745.16,-0.000316
116896,116908,26577.56,26580.81,0.000122,1745.37,0.000122
116916,116927,26573.38,26565.63,-0.000292,1744.87,-0.000292
116928,116929,26565.63,26574.01,0.000315,1745.42,0.000315
116933,116936,26566.14,26573.68,0.000284,1745.91,0.000284
116939,116941,26568.55,26571.88,0.000125,1746.13,0.000125
116960,116961,26560.84,26563.69,0.000107,1746.32,0.000107
116965,116967,26562.02,26562.04,1e-06,1746.32,1e-06
116968,116970,26559.14,26563.58,0.000167,1746.61,0.000167
116995,116996,26577.56,26581.47,0.000147,1746.87,0.000147
117066,117068,26553.31,26555.28,7.4e-05,1747.0,7.4e-05
117249,117251,26573.61,26573.68,3e-06,1747.0,3e-06
117253,117254,26570.2,26574.5,0.000162,1747.28,0.000162
117256,117259,26569.83,26571.76,7.3e-05,1747.41,7.3e-05
117260,117262,26570.03,26575.47,0.000205,1747.77,0.000205
117274,117275,26565.03,26566.57,5.8e-05,1747.87,5.8e-05
117311,117313,26581.33,26549.19,-0.001209,1745.76,-0.001209
117329,117332,26528.9,26495.1,-0.001274,1743.53,-0.001274
117333,117334,26437.79,26440.21,9.2e-05,1743.69,9.2e-05
117337,117339,26456.27,26469.2,0.000489,1744.54,0.000489
117340,117365,26465.43,26517.05,0.00195,1747.95,0.00195
117371,117382,26453.71,26521.67,0.002569,1752.44,0.002569
117405,117417,26470.34,26278.45,-0.007249,1739.73,-0.007249
117418,117419,26247.16,26268.28,0.000805,1741.13,0.000805
117420,117423,26262.42,26256.63,-0.00022,1740.75,-0.00022
117424,117433,26248.38,26153.35,-0.00362,1734.45,-0.00362
117434,117439,26143.55,26136.53,-0.000269,1733.98,-0.000269
117455,117471,26276.1,26244.46,-0.001204,1731.89,-0.001204
117472,117502,26195.0,26174.51,-0.000782,1730.54,-0.000782
117503,117522,26155.01,26142.01,-0.000497,1729.68,-0.000497
117526,117531,26142.75,26151.5,0.000335,1730.26,0.000335
117532,117538,26135.3,26112.24,-0.000882,1728.73,-0.000882
117540,117543,26095.83,26110.45,0.00056,1729.7,0.00056
117544,117545,26113.81,26135.74,0.00084,1731.15,0.00084
117546,117551,26117.46,26107.4,-0.000385,1730.49,-0.000385
117565,117566,26110.0,26136.79,0.001026,1732.26,0.001026
117567,117568,26114.5,26130.89,0.000628,1733.35,0.000628
117576,117577,26108.99,26122.25,0.000508,1734.23,0.000508
117594,117596,26137.58,26131.28,-0.000241,1733.81,-0.000241
117597,117601,26118.66,26124.4,0.00022,1734.19,0.00022
117607,117613,26130.08,26136.21,0.000235,1734.6,0.000235
117615,117621,26107.22,26085.69,-0.000825,1733.17,-0.000825
117622,117633,26089.55,26103.4,0.000531,1734.09,0.000531
117635,117637,26092.58,26107.41,0.000568,1735.07,0.000568
117641,117642,26092.88,26102.73,0.000377,1735.73,0.000377
117644,117645,26094.81,26096.99,8.4e-05,1735.87,8.4e-05
117649,117652,26063.99,26065.01,3.9e-05,1735.94,3.9e-05
117653,117658,26056.61,26082.14,0.00098,1737.64,0.00098
117659,117662,26064.48,26076.99,0.00048,1738.48,0.00048
117667,117672,26088.51,26053.74,-0.001333,1736.16,-0.001333
117676,117679,26054.34,26088.73,0.00132,1738.45,0.00132
117772,117775,26252.28,26254.99,0.000103,1738.63,0.000103
117805,117822,26305.14,26337.73,0.001239,1740.79,0.001239
117831,117832,26375.57,26373.18,-9.1e-05,1740.63,-9.1e-05
117834,117846,26353.01,26311.01,-0.001594,1737.85,-0.001594
117847,117882,26300.12,26292.67,-0.000283,1737.36,-0.000283
117899,117901,26273.9,26300.9,0.001028,1739.15,0.001028
117909,117911,26286.23,26280.0,-0.000237,1738.73,-0.000237
117915,117916,26264.99,26270.65,0.000215,1739.11,0.000215
117925,117926,26257.22,26273.91,0.000636,1740.21,0.000636
117935,117940,26256.66,26264.17,0.000286,1740.71,0.000286
117995,117997,26333.09,26341.59,0.000323,1741.27,0.000323
118000,118003,26338.98,26344.67,0.000216,1741.65,0.000216
118017,118019,26326.37,26335.53,0.000348,1742.26,0.000348
118021,118024,26318.0,26320.9,0.00011,1742.45,0.00011
118025,118026,26316.34,26324.22,0.000299,1742.97,0.000299
118029,118066,26310.75,26285.54,-0.000958,1741.3,-0.000958
118067,118077,26267.73,26276.55,0.000336,1741.88,0.000336
118086,118092,26256.94,26245.91,-0.00042,1741.15,-0.00042
118105,118106,26264.99,26275.27,0.000391,1741.83,0.000391
118107,118114,26263.3,26245.7,-0.00067,1740.67,-0.00067
118116,118117,26235.9,26254.2,0.000698,1741.88,0.000698
118119,118124,26246.54,26249.77,0.000123,1742.1,0.000123
118125,118131,26235.05,26216.32,-0.000714,1740.85,-0.000714
118155,118159,26237.22,26230.83,-0.000244,1740.43,-0.000244
118160,118161,26213.12,26229.07,0.000608,1741.49,0.000608
118164,118177,26213.19,26236.78,0.0009,1743.05,0.0009
118181,118186,26200.67,26210.9,0.00039,1743.73,0.00039
118187,118193,26174.99,26162.51,-0.000477,1742.9,-0.000477
118194,118195,26156.38,26167.95,0.000442,1743.67,0.000442
118198,118199,26169.87,26184.79,0.00057,1744.67,0.00057
118205,118210,26166.36,26177.11,0.000411,1745.38,0.000411
118213,118217,26159.1,26162.99,0.000149,1745.64,0.000149
118219,118222,26141.65,26144.38,0.000104,1745.83,0.000104
118223,118225,26132.14,26140.4,0.000316,1746.38,0.000316
118244,118245,26217.95,26251.01,0.001261,1748.58,0.001261
118254,118260,26211.79,26179.51,-0.001232,1746.43,-0.001232
118261,118262,26165.11,26186.52,0.000818,1747.86,0.000818
118264,118266,26175.01,26205.48,0.001164,1749.89,0.001164
118267,118284,26180.01,26184.98,0.00019,1750.22,0.00019
118286,118287,26170.65,26206.07,0.001353,1752.59,0.001353
118289,118291,26190.28,26207.07,0.000641,1753.72,0.000641
118320,118326,26201.34,26178.98,-0.000853,1752.22,-0.000853
118327,118335,26168.94,26156.79,-0.000464,1751.41,-0.000464
118345,118347,26161.91,26173.83,0.000456,1752.2,0.000456
118360,118361,26152.65,26160.26,0.000291,1752.71,0.000291
118362,118366,26157.67,26164.39,0.000257,1753.16,0.000257
118439,118440,26225.53,26235.99,0.000399,1753.86,0.000399
118444,118446,26228.04,26229.6,5.9e-05,1753.97,5.9e-05
118476,118477,26248.92,26252.7,0.000144,1754.22,0.000144
118484,118487,26248.71,26246.43,-8.7e-05,1754.07,-8.7e-05
118491,118494,26240.84,26245.46,0.000176,1754.38,0.000176
118501,118502,26237.3,26247.47,0.000388,1755.06,0.000388
118511,118512,26243.09,26244.4,5e-05,1755.14,5e-05
118546,118547,26237.81,26242.43,0.000176,1755.45,0.000176
118548,118554,26238.61,26234.27,-0.000165,1755.16,-0.000165
118639,118641,26688.83,26718.81,0.001123,1757.13,0.001123
118660,118664,26675.46,26621.54,-0.002021,1753.58,-0.002021
118666,118687,26620.91,26267.59,-0.013272,1730.31,-0.013272
118690,118692,26264.92,26306.2,0.001572,1733.03,0.001572
118693,118694,26296.4,26327.0,0.001164,1735.04,0.001164
118695,118751,26292.74,26198.99,-0.003566,1728.86,-0.003566
118795,118801,26250.01,26260.57,0.000402,1729.55,0.000402
118802,118804,26248.66,26257.75,0.000346,1730.15,0.000346
118875,118876,26482.13,26475.77,-0.00024,1729.74,-0.00024
118877,118878,26438.17,26469.33,0.001179,1731.78,0.001179
118886,118887,26395.04,26411.01,0.000605,1732.82,0.000605
118888,118889,26387.26,26405.01,0.000673,1733.99,0.000673
118890,118891,26381.49,26401.8,0.00077,1735.32,0.00077
118897,118899,26387.41,26415.58,0.001068,1737.18,0.001068
118912,118913,26391.88,26395.0,0.000118,1737.38,0.000118
118918,118939,26383.46,26373.98,-0.000359,1736.76,-0.000359
118940,118943,26371.34,26379.76,0.000319,1737.31,0.000319
118948,118950,26356.37,26385.02,0.001087,1739.2,0.001087
118996,118997,26405.98,26417.78,0.000447,1739.98,0.000447
119022,119024,26461.55,26459.99,-5.9e-05,1739.88,-5.9e-05
119027,119033,26437.55,26422.84,-0.000556,1738.91,-0.000556
119035,119036,26404.09,26420.91,0.000637,1740.01,0.000637
119043,119044,26409.6,26410.0,1.5e-05,1740.04,1.5e-05
119045,119047,26400.96,26409.87,0.000337,1740.63,0.000337
119053,119056,26392.06,26400.67,0.000326,1741.2,0.000326
119057,119059,26390.67,26416.29,0.000971,1742.89,0.000971
119070,119071,26415.53,26423.45,0.0003,1743.41,0.0003
119089,119091,26485.0,26505.0,0.000755,1744.73,0.000755
119098,119099,26467.73,26475.0,0.000275,1745.2,0.000275
119100,119103,26462.22,26472.26,0.000379,1745.87,0.000379
119125,119126,26467.97,26481.65,0.000517,1746.77,0.000517
119139,119140,26492.05,26491.42,-2.4e-05,1746.73,-2.4e-05
119150,119151,26560.66,26657.13,0.003632,1753.07,0.003632
119152,119153,26573.6,26617.0,0.001633,1755.94,0.001633
119164,119165,26793.37,26796.51,0.000117,1756.14,0.000117
119187,119188,27069.0,27100.32,0.001157,1758.17,0.001157
119204,119207,27059.99,27153.5,0.003456,1764.25,0.003456
119211,119227,27079.99,27219.86,0.005165,1773.36,0.005165
119235,119244,27097.31,26959.34,-0.005092,1764.33,-0.005092
119245,119250,26965.81,27006.65,0.001515,1767.0,0.001515
119257,119259,27060.83,27109.37,0.001794,1770.17,0.001794
119261,119264,27067.62,27100.0,0.001196,1772.29,0.001196
119282,119311,27071.75,26998.16,-0.002718,1767.47,-0.002718
119358,119361,27013.39,27028.01,0.000541,1768.43,0.000541
119373,119375,27015.32,27039.36,0.00089,1770.0,0.00089
119393,119400,26981.67,26938.73,-0.001591,1767.19,-0.001591
119401,119418,26905.88,26950.97,0.001676,1770.15,0.001676
119419,119421,26937.46,26958.49,0.000781,1771.53,0.000781
119472,119474,26957.69,26956.54,-4.3e-05,1771.45,-4.3e-05
119517,119520,27071.22,27074.6,0.000125,1771.68,0.000125
119524,119526,27003.58,27038.24,0.001284,1773.95,0.001284
119530,119538,27042.52,27006.74,-0.001323,1771.6,-0.001323
119541,119542,27004.54,27036.59,0.001187,1773.71,0.001187
119548,119551,27024.51,27030.0,0.000203,1774.07,0.000203
119574,119577,26990.89,27003.64,0.000472,1774.9,0.000472
119582,119591,26990.0,26947.66,-0.001569,1772.12,-0.001569
119592,119596,26926.91,26965.61,0.001437,1774.67,0.001437
119605,119608,26978.36,27016.09,0.001399,1777.15,0.001399
119611,119612,26988.51,26996.88,0.00031,1777.7,0.00031
119617,119619,26965.0,26951.92,-0.000485,1776.84,-0.000485
119620,119631,26920.9,26797.32,-0.00459,1768.68,-0.00459
119632,119635,26777.84,26823.0,0.001686,1771.66,0.001686
119642,119647,26946.52,26909.98,-0.001356,1769.26,-0.001356
119648,119697,26902.91,26856.97,-0.001708,1766.24,-0.001708
119702,119711,26839.69,26814.3,-0.000946,1764.57,-0.000946
119751,119752,26875.3,26897.41,0.000823,1766.02,0.000823
119766,119769,26888.58,26893.48,0.000182,1766.34,0.000182
119782,119783,26887.99,26881.23,-0.000251,1765.9,-0.000251
119784,119785,26870.0,26904.34,0.001278,1768.15,0.001278
119791,119794,26877.01,26889.21,0.000454,1768.96,0.000454
119795,119796,26871.59,26876.85,0.000196,1769.3,0.000196
119797,119798,26866.6,26869.32,0.000101,1769.48,0.000101
119858,119860,26905.77,26907.57,6.7e-05,1769.6,6.7e-05
119864,119869,26894.65,26898.85,0.000156,1769.88,0.000156
119873,119877,26896.45,26906.95,0.00039,1770.57,0.00039
119964,119967,26927.49,26924.19,-0.000123,1770.35,-0.000123
119970,119973,26922.91,26940.26,0.000644,1771.49,0.000644
119981,119982,26933.27,26933.27,0.0,1771.49,0.0
120056,120057,26933.05,26939.98,0.000257,1771.95,0.000257
120058,120060,26932.66,26944.5,0.00044,1772.73,0.00044
120073,120074,26935.88,26945.8,0.000368,1773.38,0.000368
120079,120081,26928.5,26939.5,0.000408,1774.1,0.000408
120082,120094,26926.43,26931.6,0.000192,1774.45,0.000192
120165,120167,26978.04,26990.52,0.000463,1775.27,0.000463
120197,120198,26993.75,26995.52,6.6e-05,1775.38,6.6e-05
120200,120202,26994.02,27000.0,0.000222,1775.78,0.000222
120206,120207,26992.86,26998.99,0.000227,1776.18,0.000227
120209,120212,26994.01,26998.16,0.000154,1776.45,0.000154
120256,120262,27039.14,26999.35,-0.001472,1773.84,-0.001472
120277,120278,27004.5,27017.09,0.000466,1774.66,0.000466
120279,120285,27009.45,27007.9,-5.7e-05,1774.56,-5.7e-05
120287,120310,26988.66,26981.13,-0.000279,1774.07,-0.000279
120311,120318,26977.76,26987.88,0.000375,1774.73,0.000375
120321,120322,26981.38,26989.92,0.000317,1775.3,0.000317
120471,120473,27095.0,27109.71,0.000543,1776.26,0.000543
120497,120498,27176.28,27199.44,0.000852,1777.77,0.000852
120519,120520,27171.33,27188.2,0.000621,1778.88,0.000621
120541,120542,27175.43,27194.9,0.000716,1780.15,0.000716
120545,120551,27172.78,27154.39,-0.000677,1778.95,-0.000677
120552,120553,27145.42,27152.47,0.00026,1779.41,0.00026
120566,120570,27173.05,27164.1,-0.000329,1778.82,-0.000329
120577,120578,27155.28,27176.29,0.000774,1780.2,0.000774
120597,120600,27150.8,27133.25,-0.000646,1779.05,-0.000646
120603,120604,27115.5,27119.79,0.000158,1779.33,0.000158
120610,120611,27111.91,27122.67,0.000397,1780.04,0.000397
120614,120616,27132.88,27139.35,0.000238,1780.46,0.000238
120621,120622,27133.61,27155.84,0.000819,1781.92,0.000819
120634,120635,27122.36,27131.7,0.000344,1782.53,0.000344
120636,120641,27122.88,27127.57,0.000173,1782.84,0.000173
120642,120645,27124.03,27127.18,0.000116,1783.05,0.000116
120651,120655,27113.81,27125.09,0.000416,1783.79,0.000416
120656,120662,27107.06,27082.31,-0.000913,1782.16,-0.000913
120663,120665,27076.52,27079.35,0.000105,1782.35,0.000105
120670,120671,27077.92,27086.46,0.000315,1782.91,0.000315
120678,120679,27081.7,27091.77,0.000372,1783.57,0.000372
120682,120683,27080.72,27092.05,0.000418,1784.32,0.000418
120689,120690,27076.37,27082.34,0.00022,1784.71,0.00022
120705,120706,27063.38,27066.88,0.000129,1784.94,0.000129
120715,120717,27073.82,27087.47,0.000504,1785.84,0.000504
120758,120759,27842.81,27937.25,0.003392,1791.9,0.003392
120769,120770,27888.63,27955.89,0.002412,1796.22,0.002412
120774,120777,27890.26,27940.55,0.001803,1799.46,0.001803
120809,120811,27862.53,27874.27,0.000421,1800.22,0.000421
120812,120830,27844.12,27956.85,0.004049,1807.51,0.004049
120898,120900,28004.89,27975.14,-0.001062,1805.59,-0.001062
120901,120902,27947.5,27966.95,0.000696,1806.84,0.000696
120962,120965,28315.95,28303.19,-0.000451,1806.03,-0.000451
120967,120968,28279.4,28296.85,0.000617,1807.14,0.000617
120970,120972,28262.15,28270.0,0.000278,1807.65,0.000278
121007,121009,28277.76,28275.5,-8e-05,1807.5,-8e-05
121018,121025,28298.68,28222.74,-0.002684,1802.65,-0.002684
121026,121027,28205.16,28229.61,0.000867,1804.21,0.000867
121047,121049,28300.54,28334.94,0.001216,1806.41,0.001216
121061,121063,28369.11,28439.66,0.002487,1810.9,0.002487
121067,121068,28351.29,28351.89,2.1e-05,1810.94,2.1e-05
121069,121072,28259.27,28266.19,0.000245,1811.38,0.000245
121081,121082,28254.77,28294.99,0.001423,1813.96,0.001423
121087,121088,28289.32,28329.76,0.00143,1816.55,0.00143
121090,121091,28240.3,28284.81,0.001576,1819.41,0.001576
121100,121109,28208.4,28060.74,-0.005235,1809.89,-0.005235
121112,121160,28062.16,27769.99,-0.010412,1791.05,-0.010412
121163,121167,27812.06,27771.63,-0.001454,1788.44,-0.001454
121168,121170,27760.02,27816.29,0.002027,1792.07,0.002027
121174,121175,27801.7,27849.51,0.00172,1795.15,0.00172
121178,121182,27844.18,27905.31,0.002195,1799.09,0.002195
121185,121221,27902.13,27558.09,-0.01233,1776.91,-0.01233
121222,121224,27441.68,27472.22,0.001113,1778.89,0.001113
121226,121232,27399.54,27459.21,0.002178,1782.76,0.002178
121241,121243,27515.0,27548.2,0.001207,1784.91,0.001207
121248,121263,27497.42,27540.09,0.001552,1787.68,0.001552
121264,121265,27494.51,27527.46,0.001198,1789.82,0.001198
121266,121267,27487.46,27525.5,0.001384,1792.3,0.001384
121268,121270,27503.67,27521.33,0.000642,1793.45,0.000642
121277,121278,27492.44,27501.46,0.000328,1794.04,0.000328
121279,121289,27476.99,27451.48,-0.000928,1792.37,-0.000928
121384,121386,27572.37,27572.84,1.7e-05,1792.4,1.7e-05
121410,121412,27596.07,27590.83,-0.00019,1792.06,-0.00019
121413,121414,27575.0,27585.83,0.000393,1792.77,0.000393
121415,121418,27566.63,27569.72,0.000112,1792.97,0.000112
121421,121425,27556.38,27569.7,0.000483,1793.84,0.000483
121453,121455,27575.04,27579.72,0.00017,1794.14,0.00017
121456,121457,27559.17,27585.83,0.000967,1795.88,0.000967
121458,121466,27568.17,27594.33,0.000949,1797.58,0.000949
121468,121473,27581.13,27589.07,0.000288,1798.1,0.000288
121475,121476,27574.0,27597.85,0.000865,1799.65,0.000865
121477,121479,27594.85,27603.78,0.000324,1800.23,0.000324
121489,121490,27534.01,27554.01,0.000726,1801.54,0.000726
121492,121498,27535.26,27536.74,5.4e-05,1801.64,5.4e-05
121501,121502,27525.09,27545.94,0.000757,1803.0,0.000757
121506,121512,27497.27,27489.59,-0.000279,1802.5,-0.000279
121516,121527,27487.77,27464.76,-0.000837,1800.99,-0.000837
121545,121548,27413.64,27454.22,0.00148,1803.66,0.00148
121550,121555,27412.49,27437.91,0.000927,1805.33,0.000927
121557,121558,27402.52,27417.8,0.000558,1806.34,0.000558
121559,121563,27400.0,27369.01,-0.001131,1804.29,-0.001131
121564,121570,27350.59,27406.06,0.002028,1807.95,0.002028
121575,121586,27345.01,27399.98,0.00201,1811.59,0.00201
121587,121612,27357.79,27461.63,0.003796,1818.46,0.003796
